source_root,source_path,organized_path,media_type,extension,size_bytes,dimensions,duration_seconds,category,include_recommendation,quality_rating,target_page,target_section,notes,web_copy
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\Handsort.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-Handsort.HEIC,image,.heic,1317773,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-Handsort.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\Heater.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-Heater.HEIC,image,.heic,861910,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-Heater.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2573.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2573.HEIC,image,.heic,1062684,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2573.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2574.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2574.HEIC,image,.heic,930762,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2574.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2575.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2575.HEIC,image,.heic,805145,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2575.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2577.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2577.HEIC,image,.heic,866383,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2577.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2578.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2578.HEIC,image,.heic,768236,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2578.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2579.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2579.HEIC,image,.heic,516340,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2579.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2580.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2580.HEIC,image,.heic,677382,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2580.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2581.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2581.HEIC,image,.heic,722996,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2581.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2582.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2582.HEIC,image,.heic,669096,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2582.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2583.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2583.HEIC,image,.heic,806365,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2583.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2584.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2584.HEIC,image,.heic,909365,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2584.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2585.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2585.HEIC,image,.heic,959341,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2585.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2586.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2586.HEIC,image,.heic,1259541,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2586.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2587.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2587.HEIC,image,.heic,864116,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2587.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2588.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2588.HEIC,image,.heic,1270326,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2588.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2589.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2589.HEIC,image,.heic,704992,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2589.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2590.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2590.HEIC,image,.heic,690118,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2590.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2591.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2591.HEIC,image,.heic,697465,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2591.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2592.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2592.HEIC,image,.heic,709826,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2592.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2593.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2593.HEIC,image,.heic,791263,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2593.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2594.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2594.HEIC,image,.heic,818871,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2594.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2595.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2595.HEIC,image,.heic,952767,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2595.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2596.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2596.HEIC,image,.heic,657508,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2596.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2597.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2597.HEIC,image,.heic,622432,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2597.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2598.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2598.HEIC,image,.heic,780547,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2598.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2599.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2599.HEIC,image,.heic,837280,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2599.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2600.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2600.HEIC,image,.heic,1160588,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2600.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2601.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2601.HEIC,image,.heic,1396984,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2601.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2602.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2602.HEIC,image,.heic,1793872,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2602.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2603.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2603.HEIC,image,.heic,1150998,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2603.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2604.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2604.HEIC,image,.heic,1289929,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2604.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2605.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2605.HEIC,image,.heic,1315168,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2605.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2606.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2606.HEIC,image,.heic,1218711,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2606.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2607.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2607.HEIC,image,.heic,1207896,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2607.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2608.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2608.HEIC,image,.heic,1139755,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2608.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2609.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2609.HEIC,image,.heic,1398238,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2609.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2610.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2610.HEIC,image,.heic,1371570,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2610.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2611.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2611.HEIC,image,.heic,1282706,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2611.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2612.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2612.HEIC,image,.heic,1284750,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2612.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2613.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2613.HEIC,image,.heic,1208211,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2613.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2614.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2614.HEIC,image,.heic,973686,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2614.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2615.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2615.HEIC,image,.heic,1961078,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2615.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2616.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2616.HEIC,image,.heic,1268508,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2616.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - Media for Inventory - 3932 Frederick\IMG_2617.HEIC",website-media-filebase\99-review-needed\center-social-impact-3932-heic\shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2617.HEIC,image,.heic,1197128,,,Center for Social Impact / 3932 Frederick,Review-needed,Unknown,Center for Social Impact / Brick Campaign,Building inventory gallery,HEIC needs visual review/conversion before web use.,media-library/99-review-needed/center-social-impact-3932-heic/shared-Johnny-Martin-Jr.-CEO---Media-for-Inventory---3932-Frederick-IMG_2617.jpg
